UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,090040704,01/04/2009,170 NORTHSIDE DR SW,508,Castleberry Hill,M,33.7499,-84.40371,
LARCENY-FROM VEHICLE,090040076,01/04/2009,2285 PEACHTREE RD NE,206,,E,33.81637,-84.38954,
LARCENY-FROM VEHICLE,090040441,01/04/2009,1956 WESTWOOD AVE SW,411,Westwood Terrace,I,33.73862,-84.45192,
LARCENY-FROM VEHICLE,090040164,01/04/2009,709 CHURCH ST,106,Center Hill,J,33.77444,-84.46727,
LARCENY-FROM VEHICLE,090041079,01/04/2009,3385 HAMILTON BLVD SE,309,Glenrose Heights,Z,33.66224,-84.38691,
LARCENY-FROM VEHICLE,090040246,01/04/2009,1212 JAMES JACKSON PKWY NW,108,Monroe Heights,G,33.79333,-84.47416,
LARCENY-FROM VEHICLE,090040580,01/04/2009,3200 LENOX RD NE,204,Pine Hills,B,33.84221,-84.35822,
LARCENY-FROM VEHICLE,090040364,01/04/2009,1635 CENTRA VILLA DR SW,407,Adams Park,R,33.71111,-84.45517,
LARCENY-FROM VEHICLE,090040459,01/04/2009,1270 W PEACHTREE ST NW,502,Midtown,E,33.7892,-84.38789,
LARCENY-FROM VEHICLE,090041450,01/04/2009,400 MERRITTS AVE NE,510,Old Fourth Ward,M,33.76901,-84.37444,
LARCENY-FROM VEHICLE,090041279,01/04/2009,HARRIS ST NE / PEACHTREE CENTER AVE NE,507,Downtown,M,33.76097,-84.38604,
LARCENY-FROM VEHICLE,090041183,01/04/2009,W PEACHTREE ST NE / PONCE DE LEON AVE NE,503,Midtown,E,33.77229,-84.38735,
LARCENY-FROM VEHICLE,090040886,01/04/2009,WALTON ST NW / CONE ST NW,506,Downtown,M,33.75698,-84.39136,
LARCENY-FROM VEHICLE,090041018,01/04/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,090040976,01/04/2009,116 PONCE DE LEON AVE NE,503,Midtown,E,33.77248,-84.38382,
LARCENY-NON VEHICLE,090041565,01/04/2009,2685 METROPOLITAN PKWY SW,308,Hammond Park,X,33.67647,-84.4086,
LARCENY-NON VEHICLE,090041170,01/04/2009,2539 PIEDMONT RD NE,204,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-NON VEHICLE,090041006,01/04/2009,428 MORELAND AVE NE;,604,Inman Park,N,33.76614,-84.34917,
LARCENY-NON VEHICLE,090040686,01/04/2009,3232 PEACHTREE RD NE,205,Buckhead Forest,B,33.84413,-84.37409,
BURGLARY-RESIDENCE,090040077,01/04/2009,1382 LOCKWOOD DR SW,406,Venetian Hills,S,33.71756,-84.43854,
BURGLARY-RESIDENCE,090041448,01/04/2009,2122 LANES LN NE,607,Kirkwood,O,33.75878,-84.31757,
BURGLARY-RESIDENCE,090041458,01/04/2009,2725 DEERWOOD LN SW,410,Ben Hill,P,33.67272,-84.51553,
BURGLARY-RESIDENCE,090040027,01/04/2009,1163 WILMINGTON AVE SW,403,Oakland City,S,33.7242,-84.42602,
BURGLARY-RESIDENCE,090041007,01/04/2009,390 17TH ST NW,501,Atlantic Station,E,33.7902,-84.4003,
BURGLARY-RESIDENCE,090040883,01/04/2009,173 CLAY ST SE,608,Kirkwood,O,33.74852,-84.33074,
BURGLARY-RESIDENCE,090041280,01/04/2009,2230-50 CHESHIRE BRIDGE RD NE,602,Lindridge/Martin Manor,F,33.81592,-84.35268,
BURGLARY-RESIDENCE,090040199,01/04/2009,812 MAGNOLIA WAY NW,101,Vine City,L,33.75805,-84.41416,
BURGLARY-RESIDENCE,090040520,01/04/2009,345 5TH ST NE,505,Midtown,E,33.77523,-84.3762,
BURGLARY-NONRES,090040599,01/04/2009,148 GLENWOOD AVE,302,Summerhill,V,33.74265,-84.38246,
BURGLARY-NONRES,090041271,01/04/2009,1942 HOWELL MILL RD NW,207,Wildwood (NPU-C),C,33.80765,-84.413,
BURGLARY-NONRES,090041591,01/04/2009,135 ANDREW YOUNG INTERNA BLVD NW,507,Downtown,M,33.76002,-84.39178,
BURGLARY-NONRES,090040418,01/04/2009,581 EDGEWOOD AVE SE,511,Old Fourth Ward,M,33.7541,-84.36837,
BURGLARY-NONRES,090040409,01/04/2009,572 EDGEWOOD AVE NE,511,Old Fourth Ward,M,33.75739,-84.36774,
BURGLARY-NONRES,090040383,01/04/2009,286 WILSON MILL RD SW @ADAMSVILLE ELEMENTA,413,Wisteria Gardens,H,33.7547,-84.51365,
BURGLARY-NONRES,090040052,01/04/2009,49 BOULEVARD SE,510,Sweet Auburn,M,33.75275,-84.37186,
BURGLARY-NONRES,090040512,01/04/2009,216 PONCE DE LEON AVE,503,Midtown,E,33.77267,-84.38008,
BURGLARY-NONRES,090040564,01/04/2009,3272 BROWNS MILL RD SE,309,Orchard Knob,Z,33.66629,-84.37921,
BURGLARY-NONRES,090040160,01/04/2009,712 MORELAND AVE SE,610,East Atlanta,W,33.73489,-84.3492,
BURGLARY-NONRES,090040452,01/04/2009,1104 MORELAND AVE SE,609,East Atlanta,W,33.7246,-84.34932,
BURGLARY-RESIDENCE,090040777,01/04/2009,945 MARTIN ST,302,Peoplestown,V,33.72869,-84.3835,
BURGLARY-RESIDENCE,090040607,01/04/2009,751 PEARCE ST SW,303,Adair Park,V,33.72956,-84.4123,
BURGLARY-RESIDENCE,090040906,01/04/2009,40 PEACHTREE VALLEY RD NE,210,,E,33.81096,-84.39145,
BURGLARY-RESIDENCE,090040978,01/04/2009,2565 LOIS LN SE,307,Browns Mill Park,Z,33.68431,-84.38798,
BURGLARY-RESIDENCE,090040901,01/04/2009,1658 MALDO DR NW,108,Lincoln Homes,G,33.801,-84.48167,
BURGLARY-RESIDENCE,090040842,01/04/2009,1854 SHADYDALE AVE SE;,306,Lakewood Heights,Y,33.70352,-84.38489,
BURGLARY-RESIDENCE,090040893,01/04/2009,2806 RIDGEVIEW DR SW,408,Greenbriar,,33.66904,-84.49203,
BURGLARY-RESIDENCE,090041414,01/04/2009,962 DESOTO ST NW,103,Washington Park,K,33.75723,-84.41905,
BURGLARY-RESIDENCE,090041013,01/04/2009,167 PEACHTREE ST,508,Downtown,M,33.75027,-84.39389,
BURGLARY-RESIDENCE,090041446,01/04/2009,918 HILBURN DR SE,610,East Atlanta,W,33.72915,-84.32657,
BURGLARY-RESIDENCE,090041461,01/04/2009,1752 DEVON DR SW,407,Southwest,R,33.70841,-84.48315,
BURGLARY-RESIDENCE,090041482,01/04/2009,1568 MCPHERSON AVE SE,610,East Atlanta,W,33.74417,-84.33649,
BURGLARY-RESIDENCE,090041092,01/04/2009,1180 HENRY THOMAS DR SE,611,Thomasville Heights,Z,33.70597,-84.3508,
BURGLARY-RESIDENCE,090040745,01/04/2009,3687 LARGO LN SW,410,Tampa Park,P,33.67989,-84.50928,
BURGLARY-RESIDENCE,090041105,01/04/2009,1015 PARSONS ST SW,107,Ashview Heights,T,33.75127,-84.42119,
BURGLARY-RESIDENCE,090041110,01/04/2009,3725 PRINCETON LAKES PKWY SW,410,Princeton Lakes,P,33.65769,-84.50853,
BURGLARY-RESIDENCE,090041190,01/04/2009,810 BOLTON PL NW,110,Carroll Heights,H,33.77784,-84.50278,
BURGLARY-RESIDENCE,090041235,01/04/2009,126 ADAIR AVE SE,306,Lakewood Heights,Y,33.70639,-84.38405,
BURGLARY-RESIDENCE,090041319,01/04/2009,994 DILL AVE SW,312,Capitol View,X,33.71809,-84.42074,
BURGLARY-RESIDENCE,090041612,01/04/2009,1093 WEST AVE SW,303,Pittsburgh,V,33.72494,-84.39593,
BURGLARY-RESIDENCE,090041376,01/04/2009,314 BRENTWOOD DR NE,206,Garden Hills,B,33.83073,-84.3777,
BURGLARY-RESIDENCE,090041020,01/04/2009,1264 LOCKWOOD DR SW,406,Venetian Hills,S,33.72072,-84.43844,
BURGLARY-RESIDENCE,090040184,01/04/2009,540 TUFTON TRL SE,309,Glenrose Heights,Z,33.66497,-84.38287,
ROBBERY-PEDESTRIAN,090040178,01/04/2009,4TH ST NE / PENN AVE NE,503,Midtown,E,33.77454,-84.37885,
ROBBERY-PEDESTRIAN,090040187,01/04/2009,7TH ST NE / MYRTLE ST NE,503,Midtown,E,33.77823,-84.37971,
HOMICIDE,090040617,01/04/2009,2095 LIDDELL DRIVE,602,Morningside/Lenox Park,F,33.81225,-84.36202,
ROBBERY-PEDESTRIAN,090041325,01/04/2009,1712 EVANS DR SW,311,Sylvan Hills,X,33.70832,-84.42349,
ROBBERY-PEDESTRIAN,090031797,01/04/2009,3083 MARTIN LUTHER KING JR DRIVE,412,Harland Terrace,I,33.75178,-84.48803,
ROBBERY-PEDESTRIAN,090040023,01/04/2009,370 NORTHSIDE DR NW,111,English Avenue,L,33.76507,-84.4042,
ROBBERY-PEDESTRIAN,090041359,01/04/2009,250 AMAL DR SW,306,Betmar LaVilla,Y,33.70588,-84.39604,
ROBBERY-PEDESTRIAN,090041584,01/04/2009,1720 MARTIN L KING JR DR SW,103,Mozley Park,K,33.75083,-84.44341,
ROBBERY-PEDESTRIAN,090040155,01/04/2009,365 LANIER ST NW,105,Grove Park,J,33.76505,-84.43937,
ROBBERY-RESIDENCE,090040287,01/04/2009,1266 VAN ALLEN MEWS NW,209,Blandtown,D,33.79127,-84.42915,
ROBBERY-RESIDENCE,090040004,01/04/2009,2585 BEELER DR SW,308,Perkerson,X,33.6841,-84.4012,
ROBBERY-PEDESTRIAN,090041440,01/04/2009,1130 MORELAND AVE SE,609,East Atlanta,W,33.7235,-84.34893,
ROBBERY-RESIDENCE,090040538,01/04/2009,674 EMILY PL NW,105,Grove Park,J,33.77339,-84.45252,
AGG ASSAULT,090040229,01/04/2009,I-75/85SB / UNIVERSITY AVE,303,Pittsburgh,V,33.72201,-84.39588,
ROBBERY-PEDESTRIAN,090041624,01/04/2009,562 FRASER ST SE,302,Summerhill,V,33.73902,-84.38608,
AGG ASSAULT,090031702,01/04/2009,35 FORSYTH ST SW,508,Downtown,M,33.75343,-84.39312,
AGG ASSAULT,090040282,01/04/2009,2269 TIGER FLOWERS DR NW,104,Dixie Hills,J,33.76121,-84.46187,
AGG ASSAULT,090031058,01/04/2009,2950 SPRINGDALE RD,308,Hammond Park,X,33.67479,-84.41619,
AGG ASSAULT,090041416,01/04/2009,254 PEACHTREE ST SW,508,Downtown,M,33.74816,-84.39459,
AGG ASSAULT,090041599,01/04/2009,MITCHELL ST SW / SPRING ST SW,508,Downtown,M,33.75239,-84.39566,
AGG ASSAULT,090040828,01/04/2009,669 BOULEVARD NE,505,Old Fourth Ward,M,33.77274,-84.37099,
AGG ASSAULT,090041214,01/04/2009,1050 HUGO ST SW,303,Pittsburgh,V,33.72607,-84.39737,
AGG ASSAULT,090041566,01/04/2009,1505 CHATTAHOOCHEE AVE NW,209,Bolton,D,33.81015,-84.43717,
AGG ASSAULT,090041535,01/04/2009,605 BOULEVARD,505,Old Fourth Ward,M,33.77097,-84.3714,
AGG ASSAULT,090041128,01/04/2009,620 NEW TOWN CIR SE,611,Thomasville Heights,Z,33.7066,-84.36403,
AGG ASSAULT,090041272,01/04/2009,3991 BLANTON AVE SW,410,Fairburn,P,33.69097,-84.51906,
AGG ASSAULT,090031572,01/03/2009,1572 LINDA WAY SW,402,Westview,T,33.73424,-84.43904,
AGG ASSAULT,090030247,01/03/2009,57 13TH ST NE,502,Midtown,E,33.78553,-84.38569,
AGG ASSAULT,090031577,01/03/2009,1314 NORTHWEST DR NW,108,Monroe Heights,G,33.79156,-84.48102,
AGG ASSAULT,090021836,01/03/2009,1101 CHURCH ST NW,102,Knight Park/Howell Station,K,33.78441,-84.42333,
AGG ASSAULT,090030812,01/03/2009,2909 CAMPBELLTON RD SW,407,Southwest,R,33.69869,-84.48265,
AGG ASSAULT,090030092,01/03/2009,1240 OAKLAND DR,403,Oakland City,S,33.72138,-84.42733,
BURGLARY-RESIDENCE,090021622,01/03/2009,3158 MTGILEAD ROAD,407,Southwest,R,33.6969,-84.49382,
ROBBERY-PEDESTRIAN,090030515,01/03/2009,UNIVERSITY AVE SW / GARIBALDI ST SW,303,Pittsburgh,V,33.72212,-84.39927,
ROBBERY-PEDESTRIAN,090030874,01/03/2009,1940 FISHER RD SE,609,Custer/McDonough/Guice,W,33.70979,-84.35849,
AGG ASSAULT,090031816,01/03/2009,3553 MARTIN LUTHER KING JR DR,413,Wildwood (NPU-H),H,33.7431,-84.51839,
AGG ASSAULT,090030311,01/03/2009,1217 JOSEPH E BOONE BLVD NW,102,Bankhead,K,33.76361,-84.42787,
ROBBERY-RESIDENCE,090030733,01/03/2009,1397 ELIZABETH AVE SW,406,Venetian Hills,S,33.7161,-84.43585,
ROBBERY-PEDESTRIAN,090030383,01/03/2009,370 NORTHSIDE DR NW,111,English Avenue,L,33.76507,-84.4042,
ROBBERY-PEDESTRIAN,090021655,01/03/2009,1324 ALMONT DR,403,Oakland City,S,33.7257,-84.43128,
ROBBERY-COMMERCIAL,090031510,01/03/2009,1145 GLENWOOD AVE SE,609,Ormewood Park,W,33.74028,-84.34969,
ROBBERY-PEDESTRIAN,090031753,01/03/2009,757 CLEVELAND AVE SW,308,Perkerson,X,33.68232,-84.41417,
ROBBERY-PEDESTRIAN,090031731,01/03/2009,455 NORTH AVE,505,Old Fourth Ward,M,33.77118,-84.37177,
ROBBERY-PEDESTRIAN,090030909,01/03/2009,383 YONKERS AVE NW,105,Grove Park,J,33.76579,-84.45443,
ROBBERY-PEDESTRIAN,090031239,01/03/2009,1838 DONALD LEE HOLLOWELL PKWY NW,105,Grove Park,J,33.77425,-84.44728,
ROBBERY-PEDESTRIAN,090031476,01/03/2009,225 MAYSON AVE NE,607,Edgewood,O,33.75989,-84.33828,
BURGLARY-RESIDENCE,090031212,01/03/2009,147 LAWTON ST SW,107,Ashview Heights,T,33.75071,-84.42347,
BURGLARY-RESIDENCE,090031807,01/03/2009,990 GRANT TER SE,302,Peoplestown,V,33.72729,-84.37948,
BURGLARY-RESIDENCE,090030655,01/03/2009,1433 BEATIE AVE SW,312,Capitol View,X,33.7157,-84.41113,
BURGLARY-RESIDENCE,090030857,01/03/2009,1673 MOUNT PARAN RD NW,202,Mt. Paran/Northside,A,33.86781,-84.43098,
BURGLARY-RESIDENCE,090030590,01/03/2009,3512 COLLIER RD NW,110,Fairburn Heights,H,33.76862,-84.50184,
BURGLARY-RESIDENCE,090030217,01/03/2009,1381 KIMBERLY RD SW,409,Ashley Courts,P,33.71857,-84.52151,
BURGLARY-RESIDENCE,090030254,01/03/2009,3076 IMPERIAL CIR SW,407,Southwest,R,33.69869,-84.49533,
BURGLARY-RESIDENCE,090030107,01/03/2009,1990 RAMBLING DR SW,311,Sylvan Hills,X,33.7007,-84.40716,
BURGLARY-RESIDENCE,090030130,01/03/2009,2324 ADAMS DR NW,209,Bolton,D,33.81911,-84.45508,
BURGLARY-RESIDENCE,090030578,01/03/2009,2530 BARGE RD SW,410,Rue Royal,P,33.68614,-84.50618,
BURGLARY-NONRES,090030455,01/03/2009,2655 DONALD LEE HOLLOWELL PKY,110,Carroll Heights,H,33.77153,-84.51258,
BURGLARY-NONRES,090030552,01/03/2009,990 BRADY AVE NW,501,Home Park,E,33.78225,-84.41391,
BURGLARY-NONRES,090030503,01/03/2009,1371 JOSEPH E BOONE BLVD NW,102,Bankhead,K,33.76372,-84.4326,
BURGLARY-NONRES,090030464,01/03/2009,286 WILSON MILL RD SW,413,Wisteria Gardens,H,33.7547,-84.51365,
BURGLARY-NONRES,090030485,01/03/2009,820 BEECHER CT SW,403,Cascade Avenue/Road,S,33.73285,-84.44772,
BURGLARY-NONRES,090030166,01/03/2009,2910 CAMPBELLTON RD SW,408,Southwest,R,33.69754,-84.48365,
BURGLARY-NONRES,090031619,01/03/2009,1625 NORTH AVE,105,Grove Park,J,33.76816,-84.44089,
BURGLARY-RESIDENCE,090030049,01/03/2009,1999 BENT CREEK WAY SW,408,Campbellton Road,R,33.70087,-84.46574,
BURGLARY-RESIDENCE,090030869,01/03/2009,2305 LAKESHORE XING NE,204,Lindridge/Martin Manor,F,33.81678,-84.36438,
BURGLARY-RESIDENCE,090031350,01/03/2009,1583 BRIDGEPORT DR NW,108,Lincoln Homes,G,33.79859,-84.47749,
BURGLARY-RESIDENCE,090031599,01/03/2009,77 JAMES P BRAWLEY DR NW,101,Vine City,L,33.75677,-84.41257,
LARCENY-NON VEHICLE,090030591,01/03/2009,12 BROAD ST,506,Downtown,M,33.7532,-84.39201,
LARCENY-NON VEHICLE,090031121,01/03/2009,3730 CARMIA DR SW,410,Princeton Lakes,P,33.65573,-84.5109,
LARCENY-NON VEHICLE,090030611,01/03/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090030977,01/03/2009,1133 EUCLID AVE NE,604,Inman Park,N,33.76451,-84.35,
LARCENY-NON VEHICLE,090030999,01/03/2009,12 BROAD ST SW,506,Downtown,M,33.7532,-84.39201,
LARCENY-NON VEHICLE,090031073,01/03/2009,3637 PEACHTREE RD NE,204,Lenox,B,33.85325,-84.35832,
LARCENY-NON VEHICLE,090031062,01/03/2009,683 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73646,-84.41838,
LARCENY-NON VEHICLE,090010803,01/03/2009,825 MARTIN LKING DR,101,Vine City,L,33.75479,-84.41467,
LARCENY-NON VEHICLE,090030859,01/03/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80448,-84.41348,
LARCENY-NON VEHICLE,090030636,01/03/2009,3011 HEADLAND DR SW,408,Greenbriar,R,33.68984,-84.48675,
LARCENY-NON VEHICLE,090031207,01/03/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80448,-84.41348,
LARCENY-NON VEHICLE,090031438,01/03/2009,1334 BOULEVARD SE,609,Benteen Park,W,33.71874,-84.36841,
LARCENY-NON VEHICLE,090031374,01/03/2009,2567 BOLTON RD NW,208,,C,33.82041,-84.45068,
LARCENY-NON VEHICLE,090031186,01/03/2009,3393 PEACHTREE ROAD,204,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,090040983,01/03/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,090031604,01/03/2009,1423 N HIGHLAND AVE NE,601,Morningside/Lenox Park,F,33.79323,-84.35137,
LARCENY-FROM VEHICLE,090031769,01/03/2009,721 MIAMI CIR NE,204,Lindbergh/Morosgo,B,33.82964,-84.36306,
LARCENY-FROM VEHICLE,090030855,01/03/2009,1193 COLLIER RD NW,208,,C,33.81172,-84.4245,
LARCENY-FROM VEHICLE,090030687,01/03/2009,3RD ST NE / PIEDMONT AVE NE,503,Midtown,E,33.77346,-84.38169,
LARCENY-FROM VEHICLE,090030896,01/03/2009,490 GLENN ST SW,301,Mechanicsville,V,33.73805,-84.40262,
LARCENY-FROM VEHICLE,090030885,01/03/2009,300 CITYLANE AVE NE,510,Old Fourth Ward,M,33.77018,-84.37803,
LARCENY-FROM VEHICLE,090030893,01/03/2009,868 JOSEPH E BOONE,101,Vine City,L,33.76319,-84.41612,
LARCENY-FROM VEHICLE,090030701,01/03/2009,375 6TH ST NE,505,Midtown,E,33.77592,-84.37509,
LARCENY-FROM VEHICLE,090030745,01/03/2009,SPRING ST NW / CARNEGIE WAY NW,506,Downtown,M,33.75903,-84.38906,
LARCENY-FROM VEHICLE,090030691,01/03/2009,659 LYNN VALLEY RD SW,411,,I,33.73754,-84.48495,
LARCENY-FROM VEHICLE,090030810,01/03/2009,1111 WYLIE ST SE,606,Reynoldstown,N,33.75218,-84.35071,
LARCENY-FROM VEHICLE,090030777,01/03/2009,209 EDGEWOOD AVE SE,509,Downtown,M,33.75434,-84.38015,
LARCENY-FROM VEHICLE,090031080,01/03/2009,1 PARK PL NE,509,Downtown,M,33.75492,-84.38842,
LARCENY-FROM VEHICLE,090030978,01/03/2009,PEACHTREE ST NE / 16TH ST NE,504,Ansley Park,E,33.79098,-84.38411,
LARCENY-FROM VEHICLE,090030504,01/03/2009,895 DURANT PLACE NE,505,Midtown,E,33.77899,-84.37506,
LARCENY-FROM VEHICLE,090031054,01/03/2009,225 BAKER ST NW @GA AQUARIUM,506,Downtown,M,33.76274,-84.39443,
LARCENY-FROM VEHICLE,090030120,01/03/2009,208 12TH ST NE,502,Midtown,E,33.78461,-84.38058,
LARCENY-FROM VEHICLE,090030185,01/03/2009,76 MEMORIAL DR SW,508,Downtown,M,33.74683,-84.39005,
LARCENY-FROM VEHICLE,090030361,01/03/2009,2248 RIDGEDALE RD NE,607,Kirkwood,O,33.75346,-84.31382,
LARCENY-FROM VEHICLE,090030381,01/03/2009,115 MELLRICH AVE NE,607,Kirkwood,O,33.75546,-84.31253,
LARCENY-FROM VEHICLE,090030059,01/03/2009,1539 MARBUT AVE SE,610,East Atlanta,W,33.74304,-84.33729,
LARCENY-FROM VEHICLE,090031412,01/03/2009,230 SPRING ST NW,507,Downtown,M,33.76075,-84.38916,
LARCENY-FROM VEHICLE,090030540,01/03/2009,1339 CAMPBELLTON RD SW,406,Venetian Hills,S,33.71572,-84.43206,
LARCENY-FROM VEHICLE,090030402,01/03/2009,1203 LEE ST SW,403,Oakland City,S,33.72212,-84.42347,
LARCENY-FROM VEHICLE,090031452,01/03/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,090030133,01/03/2009,800 MARIETTA ST NW,501,Marietta Street Artery,E,33.77381,-84.40575,
LARCENY-FROM VEHICLE,090030586,01/03/2009,222 HOWARD ST NE,607,Kirkwood,O,33.75887,-84.32348,
LARCENY-FROM VEHICLE,090031489,01/03/2009,970 PIEDMONT AVE NE,502,Midtown,E,33.78113,-84.38095,
LARCENY-FROM VEHICLE,090030632,01/03/2009,454 BLAKE AVE SE,610,East Atlanta,W,33.74153,-84.33811,
LARCENY-NON VEHICLE,090031526,01/03/2009,30 MARIETTA ST,508,Downtown,M,33.75478,-84.39134,
LARCENY-FROM VEHICLE,090030937,01/03/2009,974 WASHINGTON ST SW,302,Peoplestown,V,33.72823,-84.39066,
LARCENY-FROM VEHICLE,090030818,01/03/2009,972 MYRTLE STREET,504,Midtown,E,33.78118,-84.37965,
LARCENY-FROM VEHICLE,090030575,01/03/2009,2762 VINEYARDS DR SE,309,Rosedale Heights,Z,33.67957,-84.36996,
LARCENY-FROM VEHICLE,090030647,01/03/2009,3405 LENOX RD NE,204,Lenox,B,33.848,-84.35947,
LARCENY-NON VEHICLE,090030961,01/03/2009,225 CENTRAL AVE SW,508,Downtown,M,33.74833,-84.39183,
LARCENY-NON VEHICLE,090030641,01/03/2009,1187 MARTIN L KING JR DR NW,103,Hunter Hills,K,33.75405,-84.42621,
LARCENY-NON VEHICLE,090031203,01/03/2009,229 PEACHTREE ST NE,507,Downtown,M,33.7604,-84.38746,
LARCENY-NON VEHICLE,090030548,01/03/2009,1968 PEACHTREE RD NW,210,,E,33.80901,-84.39342,
LARCENY-NON VEHICLE,090030669,01/03/2009,1833 CHARLINE AVE NE,601,Morningside/Lenox Park,F,33.80442,-84.34672,
LARCENY-NON VEHICLE,090031283,01/03/2009,3365 PIEDMONT RD NE,203,North Buckhead,B,33.84709,-84.37295,
LARCENY-NON VEHICLE,090031177,01/03/2009,1576 JOSEPH BOONE,104,West Lake,J,33.76331,-84.43914,
LARCENY-NON VEHICLE,090031803,01/03/2009,800 MARIETTA ST NW,501,Marietta Street Artery,E,33.77381,-84.40575,
LARCENY-NON VEHICLE,090031268,01/03/2009,1698 JACKSON SQ NW,108,Lincoln Homes,G,33.79629,-84.47548,
AUTO THEFT,090030015,01/03/2009,1641 S PONCE DE LEON AVE NE,605,Druid Hills,N,33.77293,-84.33358,
AUTO THEFT,090030102,01/03/2009,897 MONROE CIR NE,505,Midtown,E,33.77917,-84.36851,
AUTO THEFT,090031678,01/03/2009,2527 LAUREL CIR NW,412,Westhaven,I,33.7572,-84.47356,
AUTO THEFT,090031565,01/03/2009,855 W PEACHTREE ST,503,Midtown,E,33.77773,-84.38718,
AUTO THEFT,090031364,01/03/2009,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,408,Greenbriar,R,33.68845,-84.49328,
AUTO THEFT,090030985,01/03/2009,1018 BYRON DR SW,311,Sylvan Hills,X,33.71251,-84.4215,
AUTO THEFT,090031779,01/03/2009,1093 WEST AVE SW,303,Pittsburgh,V,33.72481,-84.39572,
AUTO THEFT,090030959,01/03/2009,765 MCDANIEL ST,303,Sylvan Hills,X,33.71039,-84.4217,
AUTO THEFT,090030113,01/03/2009,52 CLAIRE DR SE,306,Lakewood Heights,Y,33.7053,-84.38653,
AUTO THEFT,090030414,01/03/2009,1292 LORENZO DR SW,406,Venetian Hills,S,33.71978,-84.4323,
AUTO THEFT,090030277,01/03/2009,800 WEST MARIETTA,102,English Avenue,L,33.78022,-84.41514,
AUTO THEFT,090031798,01/03/2009,EDGEWOOD AVE NE / HILLIARD ST NE,510,Sweet Auburn,M,33.75437,-84.3766,
AUTO THEFT,090030076,01/03/2009,1467 ADELE AVE SW,103,Mozley Park,K,33.75254,-84.43548,
AUTO THEFT,090030532,01/03/2009,605 LYNN VALLEY RD SW,411,,I,33.73905,-84.48385,
AUTO THEFT,090030566,01/03/2009,1895 PLAZA LN SW,408,Campbellton Road,R,33.70316,-84.45279,
AUTO THEFT,090031562,01/03/2009,1919 METROPOLITAN PKWY SW,311,Sylvan Hills,X,33.70278,-84.41017,
AUTO THEFT,090021210,01/02/2009,2005 BAKER RD NW,105,Grove Park,J,33.77027,-84.45261,
AUTO THEFT,090020008,01/02/2009,2762 VINEYARDS DR SE,309,Rosedale Heights,Z,33.67957,-84.36996,
AUTO THEFT,090020439,01/02/2009,510 MELLVIEW AVE SW,312,Capitol View Manor,X,33.71754,-84.4044,
AUTO THEFT,090020541,01/02/2009,2280 CAMPBELLTON RD SW,408,Campbellton Road,R,33.70473,-84.4623,
AUTO THEFT,090020813,01/02/2009,835 PIEDMONT AVE NE,503,Midtown,E,33.77762,-84.38059,
AUTO THEFT,090021348,01/02/2009,1830 DETROIT AVE NW,105,Grove Park,J,33.76673,-84.44686,
AUTO THEFT,090010799,01/02/2009,548 LYNNHAVEN DR SW,312,South Atlanta,Y,33.71768,-84.38445,
AUTO THEFT,090021706,01/02/2009,I-75SB @ I-20,506,Mechanicsville,V,33.74497,-84.39036,
AUTO THEFT,090021674,01/02/2009,3200 STONE RD SW,408,Greenbriar,R,33.6697,-84.49403,
AUTO THEFT,090020923,01/02/2009,FULTON ST SW / PRYOR ST SW,301,Mechanicsville,V,33.7419,-84.39452,
AUTO THEFT,090020245,01/02/2009,775 MERCER ST SE,304,Grant Park,W,33.7352,-84.3621,
AUTO THEFT,090020165,01/02/2009,752 BROOKLINE ST SW,303,Adair Park,V,33.72687,-84.41222,
AUTO THEFT,090020808,01/02/2009,I-75  NORTH @ I-20 EAST,304,Summerhill,V,33.74485,-84.39005,
AUTO THEFT,090021475,01/02/2009,811 HANK AARON DR SW,302,Summerhill,V,33.73255,-84.38803,
AUTO THEFT,090020989,01/02/2009,2335 CHESHIRE BRIDGE RD NE,601,Lindridge/Martin Manor,F,33.81889,-84.35136,
AUTO THEFT,090021099,01/02/2009,423 ILLINOIS AVE NW,105,Grove Park,J,33.76674,-84.45153,
AUTO THEFT,090020649,01/02/2009,886 VEDADO WAY NE,505,Midtown,E,33.77878,-84.37169,
AUTO THEFT,090020701,01/02/2009,2292 CAREY DR SE,307,Lakewood,Z,33.69152,-84.3697,
AUTO THEFT,090020524,01/02/2009,500 MCDANIEL ST SW,301,Mechanicsville,V,33.74121,-84.40268,
